States,Region,SalesKey,Civilité,Feedback,DateKey
CERGY,95800,6760,4,4,2024-03-22
VITRY SUR SEINE,94400,6761,4,9,2018-12-27
ENGHIEN LES BAINS,95880,6762,4,10,2021-09-01
ST BRICE SOUS FORET,95350,6763,4,5,2022-04-14
AULNAY SOUS BOIS,93600,6764,4,6,2021-04-28
STAINS,93240,6765,4,9,2022-09-02
DRANCY,93700,6766,4,1,2021-09-29
LOUVRES,95380,6767,4,9,2023-08-16
VILLENEUVE LA GARENNE,92390,6768,4,5,2021-06-19
VILLENEUVE LA GARENNE,92390,6769,4,8,2021-08-13
VILLENEUVE LA GARENNE,92390,6770,4,4,2020-06-19
VILLENEUVE LA GARENNE,92390,6771,4,1,2018-08-13
VITRY SUR SEINE,94400,6772,4,6,2021-02-25
DRANCY,93700,6773,4,4,2020-04-23
PARIS 11EME ARRONDISSEMENT,75011,6774,4,3,2020-05-25
PIERREFITTE SUR SEINE,93380,6775,4,6,2021-07-13
MELICOCQ,60150,6776,4,10,2019-08-31
MELICOCQ,60150,6777,4,0,2019-08-31
MELICOCQ,60150,6778,4,8,2019-09-07
MELICOCQ,60150,6779,4,5,2019-09-09
PIERREFITTE SUR SEINE,93380,6780,4,7,2022-06-14
PIERREFITTE SUR SEINE,93380,6781,4,0,2018-10-09
AUBERVILLIERS,93300,6782,4,4,2020-03-10
LE PECQ,78230,6783,4,2,2021-01-16
MONTFERMEIL,93370,6784,4,8,2020-04-28
MONTFERMEIL,93370,6785,4,10,2020-05-25
DRANCY,93700,6786,4,7,2020-11-28
DRANCY,93700,6787,4,2,2020-11-28
ST DENIS,93200,6788,4,4,2023-02-13
BOBIGNY,93000,6789,4,0,2019-02-07
PARIS 16EME ARRONDISSEMENT,75016,6790,4,3,2022-11-01
ST DENIS,93200,6791,4,2,2018-11-16
ST DENIS,93200,6792,4,1,2021-07-07
AUVERS SUR OISE,95430,6793,4,5,2019-07-13
CERGY,95000,6794,4,9,2020-06-05
CERGY,95000,6795,4,8,2018-04-27
CERGY,95000,6796,4,2,2018-04-27
CERGY,95000,6797,4,9,2018-04-27
CERGY,95000,6798,4,3,2018-04-27
CERGY,95000,6799,4,9,2018-05-04
CERGY,95000,6800,4,10,2018-05-04
NOISY LE SEC,93130,6801,4,9,2019-10-15
ALBERTVILLE,73200,6802,4,3,2019-05-11
REMICH LUXEMBOURG,5534,6803,4,6,2021-04-15
PARIS 17EME ARRONDISSEMENT,75017,6804,4,7,2024-05-04
PARIS 12EME ARRONDISSEMENT,75012,6805,4,9,2020-05-28
SARCELLES,95200,6806,4,10,2020-05-13
PIERREFITTE SUR SEINE,93380,6807,4,9,2019-05-28
PARIS ,75116,6808,4,0,2019-07-09
PIERREFITTE SUR SEINE,93380,6809,4,3,2020-07-07
AULNAY SOUS BOIS,93600,6810,4,5,2019-10-15
VILLETANEUSE,93430,6811,4,1,2019-09-18
VILLETANEUSE,93430,6812,4,0,2019-08-03
BOISSY ST LEGER,94470,6813,4,1,2024-05-04
STAINS,93240,6814,4,4,2020-05-09
STAINS,93240,6815,4,5,2020-12-24
STAINS,93240,6816,4,4,2020-06-23
STAINS,93240,6817,4,7,2019-12-10
PIERREFITTE SUR SEINE,93380,6818,4,9,2018-05-04
STAINS,93240,6819,4,7,2018-05-07
PIERREFITTE SUR SEINE,93380,6820,4,6,2018-05-21
STAINS,93240,6821,4,1,2018-05-07
STAINS,93240,6822,4,10,2018-05-07
STAINS,93240,6823,4,1,2018-04-05
 GOUSSAINVILLE,95190,6824,4,6,2020-01-07
GOUSSAINVILLE,95190,6825,4,7,2019-11-30
ST DENIS,93200,6826,4,7,2023-11-13
ST DENIS,93200,6827,4,1,2023-01-25
MONTMORENCY,95160,6828,4,1,2024-04-09
ECOUEN,95440,6829,4,1,2021-01-28
PIERREFITTE SUR SEINE,93380,6830,4,6,2023-04-06
VILLEPINTE,93420,6831,4,1,2020-08-10
GROSLAY,95410,6832,4,3,2019-08-28
GROSLAY,95410,6833,4,3,2019-08-28
AULNAY SOUS BOIS,93600,6834,4,1,2020-08-11
LE PRE ST GERVAIS,93310,6835,4,9,2023-03-20
PIERREFITTE SUR SEINE,93380,6836,4,6,2020-05-13
PIERREFITTE SUR SEINE,93380,6837,4,6,2023-12-26
PARIS 17EME ARRONDISSEMENT,75017,6838,4,5,2021-12-20
STAINS,93240,6839,4,7,2020-02-01
VITRY SUR SEINE,94400,6840,4,8,2019-04-23
BOULOGNE BILLANCOURT,92100,6841,4,6,2018-09-19
BOULOGNE BILLANCOURT,92100,6842,4,2,2018-12-03
ST OUEN,93400,6843,4,5,2021-02-20
VILLEPARISIS,77270,6844,4,10,2021-08-20
SANNOIS,95110,6845,4,1,2019-10-22
PIERREFITTE SUR SEINE,93380,6846,4,7,2021-06-15
PIERREFITTE SUR SEINE,93380,6847,4,4,2018-05-07
SARCELLES,95200,6848,4,3,2020-09-22
NOISY LE SEC,93130,6849,4,9,2022-02-05
LE BLANC MESNIL,93150,6850,4,10,2019-11-29
ST DENIS,93200,6851,4,1,2020-09-07
ARGENTEUIL,95100,6852,4,5,2020-07-15
STAINS,93240,6853,4,4,2020-11-09
PARIS 8EME ARRONDISSEMENT,75008,6854,4,5,2024-06-27
STAINS,93240,6855,4,0,2020-09-25
STAINS,93240,6856,4,1,2019-02-20
SARCELLES,95200,6857,4,10,2023-08-26
ARGENTEUIL,95100,6858,4,8,2020-06-15
EPINAY SUR SEINE,93800,6859,4,3,2021-02-10
NEUILLY SUR MARNE,93330,6860,4,3,2020-04-24
MONTBOUCHER SUR JABRON,26740,6861,4,9,2018-05-16
MONTMORENCY,95160,6862,4,6,2018-07-02
MONTMORENCY,95160,6863,4,8,2018-07-02
GOUSSAINVILLE,95190,6864,4,3,2019-02-28
ENGHIEN LES BAINS,95880,6865,4,6,2020-02-14
PIERREFITTE SUR SEINE,93380,6866,4,8,2019-06-27
PONTAULT COMBAULT,77340,6867,4,6,2020-07-27
PONTAULT COMBAULT,77340,6868,4,4,2022-03-09
BOBIGNY,93000,6869,4,5,2021-04-30
PARIS 3EME ARRONDISSEMENT,75003,6870,4,4,2019-10-11
LE BLANC MESNIL,93150,6871,4,5,2020-12-09
PIERREFITTE SUR SEINE,93380,6872,4,6,2019-11-23
PIERREFITTE SUR SEINE,93380,6873,4,9,2019-04-04
PIERREFITTE SUR SEINE,93380,6874,4,4,2024-03-20
PIERREFITTE SUR SEINE,93380,6875,4,9,2024-03-20
STAINS,93240,6876,4,4,2018-05-02
STAINS,93240,6877,4,3,2018-07-23
ARNOUVILLE LES GONESSE,95400,6878,4,2,2019-07-13
PARIS 8EME ARRONDISSEMENT,75008,6879,4,8,2024-04-06
ST DENIS,93200,6880,4,0,2019-07-13
ANTIBES,6600,6881,4,0,2021-02-25
ROSNY SOUS BOIS,93110,6882,4,4,2018-06-06
PIERREFITTE SUR SEINE,93380,6883,4,0,2020-05-13
BONDY,93140,6884,4,3,2019-03-27
AUBERVILLIERS,93300,6885,4,10,2023-09-19
BOBIGNY,93000,6886,4,0,2018-07-03
BOBIGNY,93000,6887,4,6,2018-07-03
BOBIGNY,93000,6888,4,7,2023-04-29
MITRY MORY,77290,6889,4,4,2022-09-05
CLICHY,92110,6890,4,0,2024-06-10
STAINS,93240,6891,4,5,2022-02-09
PIERREFITTE SUR SEINE,93380,6892,4,1,2019-10-12
SARCELLES,95200,6893,4,0,2018-11-01
AUBERVILLIERS,93300,6894,4,7,2024-05-02
PIERREFITTE SUR SEINE,93380,6895,4,6,2023-07-22
ARNOUVILLE LES GONESSE,95400,6896,4,4,2020-08-07
ARNOUVILLE LES GONESSE,95400,6897,4,4,2020-09-05
ARNOUVILLE LES GONESSE,95400,6898,4,10,2020-09-08
GOUSSAINVILLE,95190,6899,4,8,2020-06-17
ARNOUVILLE LES GONESSE,95400,6900,4,7,2021-07-16
COIGNIERES,78310,6901,4,0,2018-07-30
COIGNIERES,78310,6902,4,8,2018-07-30
PIERREFITTE SUR SEINE,93380,6903,4,10,2022-05-11
PIERREFITTE SUR SEINE,93380,6904,4,10,2022-04-19
ST DENIS,93200,6905,4,6,2019-03-20
VILLETANEUSE,93430,6906,4,7,2022-07-25
NOISY LE SEC,93130,6907,4,0,2021-12-27
CHATILLON,92320,6908,4,10,2021-10-01
VILLEPINTE,93420,6909,4,10,2022-01-13
PIERREFITTE SUR SEINE,93380,6910,4,8,2023-11-28
PARIS 20EME ARRONDISSEMENT,75020,6911,4,1,2023-02-16
BAGNOLET,93170,6912,4,4,2024-04-24
PIERREFITTE SUR SEINE,93380,6913,4,7,2020-10-31
ROMAINVILLE,93230,6914,4,0,2019-08-15
PIERREFITTE SUR SEINE,93380,6915,4,10,2018-09-25
PIERREFITTE SUR SEINE,93380,6916,4,5,2019-08-21
PIERREFITTE SUR SEINE,93380,6917,4,9,2018-08-11
VILLIERS LE BEL,95400,6918,4,5,2020-09-16
VILLIERS LE BEL,95400,6919,4,9,2019-11-04
PIERREFITTE SUR SEINE,93380,6920,4,3,2022-03-21
PANTIN,93500,6921,4,7,2022-04-05
GONESSE,95500,6922,4,8,2021-06-22
PARIS,7510,6923,4,9,2020-06-01
PIERREFITTE SUR SEINE,93380,6924,4,1,2021-06-22
LE BLANC MESNIL,93150,6925,4,4,2021-05-26
ST GRATIEN,95210,6926,4,6,2023-10-05
VILLEPINTE,93420,6927,4,2,2021-11-19
CLICHY,92110,6928,4,4,2022-08-05
PARIS 20EME ARRONDISSEMENT,75020,6929,4,7,2018-10-01
EPINAY SUR SEINE,93800,6930,4,9,2021-01-04
STAINS,93240,6931,4,4,2023-03-03
LE BLANC MESNIL,93150,6932,4,1,2020-05-16
LA CHAPELLE EN SERVAL,60520,6933,4,9,2019-08-24
GROSLAY,95410,6934,4,10,2020-11-27
STAINS,93240,6935,4,1,2023-04-27
PARIS 3EME ARRONDISSEMENT,75003,6936,4,2,2018-11-10
LIVRY GARGAN,93190,6937,4,6,2020-02-07
ROSNY SOUS BOIS,93110,6938,4,9,2023-01-26
EOLE EN BEAUCE,28140,6939,4,10,2019-01-26
MONTREUIL,93100,6940,4,8,2020-07-07
STAINS,93240,6941,4,5,2020-07-06
JOINVILLE LE PONT,94340,6942,4,6,2020-05-14
GONESSE,95500,6943,4,6,2020-03-09
GONESSE,95500,6944,4,3,2019-07-10
PARIS 12EME ARRONDISSEMENT,75012,6945,4,6,2020-05-09
ROMAINVILLE,93230,6946,4,5,2020-10-12
PIERREFITTE SUR SEINE,93380,6947,4,4,2019-01-28
BOBIGNY,93000,6948,4,10,2018-06-22
DRANCY,93700,6949,4,4,2020-01-28
STAINS,93240,6950,4,10,2021-10-11
PIERREFITTE SUR SEINE,93380,6951,4,6,2019-12-12
PIERREFITTE SUR SEINE,93380,6952,4,2,2019-12-12
NOISY LE SEC,93130,6953,4,0,2019-01-23
GARGES LES GONESSE,95140,6954,4,0,2021-05-05
PIERREFITTE SUR SEINE,93380,6955,4,7,2020-04-23
PIERREFITTE SUR SEINE,93380,6956,4,2,2024-05-31
DRANCY,93700,6957,4,2,2019-11-26
DRANCY,93700,6958,4,8,2020-05-30
.,,6959,4,9,2018-09-21
PIERREFITTE SUR SEINE,93380,6960,4,1,2019-04-09
ARGENTEUIL,95100,6961,4,2,2021-11-15
SARCELLES,95200,6962,4,8,2019-11-18
SARCELLE,93,6963,4,0,2019-07-06
STAINS,93240,6964,4,10,2019-02-22
STAINS,93240,6965,4,1,2022-11-11
PARIS 11EME ARRONDISSEMENT,75011,6966,4,5,2024-07-03
DOMONT,95330,6967,4,2,2021-10-09
BOULOGNE BILLANCOURT,92100,6968,4,10,2018-06-19
GARGES LES GONESSE,95140,6969,4,9,2019-10-30
CAEN,14000,6970,4,8,2022-01-25
IVRY SUR SEINE,94200,6971,4,8,2020-01-16
BRUAY SUR L ESCAUT,59860,6972,4,2,2019-07-05
MONTREUIL,93100,6973,4,0,2020-03-03
PARIS 8EME ARRONDISSEMENT,75008,6974,4,4,2024-04-30
BEZONS,95870,6975,4,4,2020-09-26
.,,6976,4,4,2018-06-20
.,,6977,4,4,2018-06-20
PIERREFITTE SUR SEINE,93380,6978,4,10,2021-11-13
GENNEVILLIERS,92230,6979,4,8,2019-11-09
PARIS 11EME ARRONDISSEMENT,75011,6980,4,8,2019-07-06
STAINS,93240,6981,4,2,2023-10-10
COMPIEGNE,60200,6982,4,1,2019-08-31
COMPIEGNE,60200,6983,4,9,2019-08-31
COMPIEGNE,60200,6984,4,5,2019-08-31
COMPIEGNE,60200,6985,4,4,2019-09-07
SARCELLES,95200,6986,4,0,2018-06-28
DRANCY,93700,6987,4,5,2018-11-08
DRANCY,93700,6988,4,3,2018-11-08
GONESSE,95500,6989,4,10,2018-06-25
SARCELLES,95200,6990,4,9,2018-06-28
SARCELLES,95200,6991,4,8,2020-06-22
NANTERRE ,92000,6992,4,9,2023-10-02
LOUVRES,95380,6993,4,10,2019-07-27
NANTERRE,92000,6994,4,9,2022-06-07
PIERREFITTE SUR SEINE,93380,6995,4,6,2019-07-26
PIERREFITTE SUR SEINE,93380,6996,4,0,2020-07-30
CLAYE SOUILLY,77410,6997,4,4,2020-04-24
NOISY LE SEC,93130,6998,4,0,2021-07-02
PARIS 18EME ARRONDISSEMENT,75018,6999,4,5,2020-04-21
STAINS,93240,7000,4,2,2021-05-25
CHAILLY EN BIERE,77930,7001,4,4,2020-05-19
CHAILLY EN BIERE,77930,7002,4,7,2020-05-19
CHAILLY EN BIERE,77930,7003,4,7,2019-10-09
PARIS 11EME ARRONDISSEMENT,75011,7004,4,0,2022-04-13
PARIS 11EME ARRONDISSEMENT,75011,7005,4,0,2022-08-31
ARGENTEUIL,95100,7006,4,6,2023-09-19
VILLETANEUSE,93430,7007,4,2,2020-11-28
THIEUX,77230,7008,4,3,2022-10-31
THIEUX,77230,7009,4,6,2023-02-21
THIEUX,77230,7010,4,9,2022-02-03
ASNIERES SUR SEINE,92600,7011,4,9,2023-03-11
EZANVILLE,95460,7012,4,0,2019-12-24
COLOMBES,92700,7013,4,0,2019-09-23
PARIS 11EME ARRONDISSEMENT,75011,7014,4,3,2020-01-09
ROSNY SOUS BOIS,93110,7015,4,1,2019-12-16
ESBLY,77450,7016,4,9,2022-11-15
ST BRICE SOUS FORET,95350,7017,4,2,2019-11-09
LIVRY GARGAN,93190,7018,4,0,2024-05-16
MONTMAGNY,95360,7019,4,10,2021-06-09
DEUIL LA BARRE,95170,7020,4,1,2020-03-14
LA PLAINE ST DENIS,93210,7021,4,4,2019-01-11
PIERREFITTE SUR SEINE,93380,7022,4,6,2020-09-08
LE RAINCY,93340,7023,4,7,2021-06-15
LEVALLOIS PERRET,92300,7024,4,7,2019-03-25
PARIS 1ER ARRONDISSEMENT,75001,7025,4,3,2022-03-31
CHAMPIGNY SUR MARNE,94500,7026,4,4,2019-04-01
LOUVRES,95380,7027,4,0,2018-04-18
BOBIGNY,93000,7028,4,1,2023-12-05
PARIS 19EME ARRONDISSEMENT,75019,7029,4,0,2021-04-06
VILLIERS LE BEL,95400,7030,4,2,2024-01-20
FLINS SUR SEINE,78410,7031,4,5,2021-07-31
BOBIGNY,93000,7032,4,8,2020-05-28
CHOISY LE ROI,94600,7033,4,10,2018-05-28
PIERREFITTE SUR SEINE,93380,7034,4,10,2018-12-27
PIERREFITTE SUR SEINE,93380,7035,4,9,2019-05-18
PIERREFITTE SUR SEINE,93380,7036,4,3,2023-08-10
LA COURNEUVE,93120,7037,4,9,2021-06-01
ASNIERES SUR SEINE,92600,7038,4,5,2022-07-25
BOBIGNY,93000,7039,4,4,2023-03-20
GARGES LES GONESSE,95140,7040,4,1,2018-07-14
PARIS 11EME ARRONDISSEMENT,75011,7041,4,4,2020-12-31
PARIS 11EME ARRONDISSEMENT,75011,7042,4,6,2022-02-05
EAUBONNE,95600,7043,4,4,2023-05-03
CHAMPIGNY SUR MARNE,94500,7044,4,6,2021-01-02
PIERREFITTE SUR SEINE,93380,7045,4,2,2024-02-06
ALFORTVILLE,94140,7046,4,4,2023-01-30
LE MESNIL EN THELLE,60530,7047,4,1,2020-05-12
BAGNEUX,92220,7048,4,8,2024-04-15
PARIS 8EME ARRONDISSEMENT,75008,7049,4,8,2018-11-27
PARIS 8EME ARRONDISSEMENT,75008,7050,4,6,2019-12-04
CHAMBLY,60230,7051,4,5,2023-11-16
PIERREFITTE SUR SEINE,93380,7052,4,3,2023-11-08
ST DENIS,93200,7053,4,3,2020-06-30
LE BLANC MESNIL,93150,7054,4,2,2024-04-23
SARCELLES,95200,7055,4,3,2022-04-14
SARCELLES,95200,7056,4,2,2021-02-09
ST DENIS,93200,7057,4,0,2019-09-09
ST DENIS,93200,7058,4,2,2019-01-07
ARGENTEUIL,95100,7059,4,3,2019-12-30
PIERREFITTE SUR SEINE,93380,7060,4,1,2020-02-12
BELLEU,2200,7061,4,5,2022-01-28
ST OUEN,93400,7062,4,3,2023-10-25
PIERREFITTE SUR SEINE,93380,7063,4,3,2020-09-08
ANDILLY,95580,7064,4,2,2018-11-28
ANDILLY,95580,7065,4,0,2023-06-21
LA PLAINE ST DENIS,93217,7066,4,2,2020-05-16
STAINS,93240,7067,4,2,2022-10-18
AUBERVILLIERS,93300,7068,4,0,2020-01-14
PARIS 12EME ARRONDISSEMENT,75012,7069,4,5,2024-07-02
SEVRAN,93270,7070,4,9,2023-03-10
PARIS 18EME ARRONDISSEMENT,75018,7071,4,3,2020-03-05
PARIS 11EME ARRONDISSEMENT,75011,7072,4,2,2019-08-05
PIERREFITTE SUR SEINE,93380,7073,4,8,2019-11-19
MANTES LA VILLE ,78711,7074,4,10,2018-08-07
MARSEILLE,13000,7075,4,3,2023-02-22
PIERREFITTE SUR SEINE,93380,7076,4,4,2024-03-16
ST DENIS,93200,7077,4,8,2022-06-25
ST DENIS,93200,7078,4,8,2019-10-08
DOMONT,95330,7079,4,6,2023-11-23
PARIS 11EME ARRONDISSEMENT,75011,7080,4,1,2019-09-12
COULOMMIERS,77120,7081,4,0,2022-05-25
PARIS 20EME ARRONDISSEMENT,75020,7082,4,7,2022-11-29
ARGENTEUIL,95100,7083,4,7,2024-05-31
PARIS 11EME ARRONDISSEMENT,75544,7084,4,2,2020-03-12
GONESSE,95500,7085,4,6,2024-03-08
PIERREFITTE SUR SEINE,93380,7086,4,10,2019-05-23
PARIS 10EME ARRONDISSEMENT,75010,7087,4,2,2023-09-11
PARIS 10EME ARRONDISSEMENT,75010,7088,4,3,2022-03-28
STAINS,93240,7089,4,0,2023-02-24
LA PLAINE ST DENIS,93210,7090,4,6,2019-12-28
SARCELLES,95200,7091,4,7,2024-06-28
ERAGNY,95610,7092,4,7,2022-10-28
PIERREFITTE SUR SEINE,93380,7093,4,2,2018-10-09
SARCELLES,95200,7094,4,6,2020-05-12
ROSNY SOUS BOIS,93110,7095,4,5,2019-07-13
ASNIERES SUR SEINE,92600,7096,4,6,2022-02-12
PIERREFITTE SUR SEINE,93380,7097,4,6,2019-07-27
PIERREFITTE SUR SEINE,93380,7098,4,9,2019-03-11
EPINAY SUR SEINE,93800,7099,4,9,2019-12-30
MONTREUIL,93100,7100,4,5,2024-06-03
CLICHY,92110,7101,4,2,2022-01-03
LOUVRES,95380,7102,4,9,2021-12-02
LOUVRES,95380,7103,4,10,2018-09-20
ASNIERES SUR SEINE,92600,7104,4,6,2018-05-14
LOUVRES,95380,7105,4,4,2020-04-24
LOUVRES,95380,7106,4,2,2020-04-24
LOUVRES,95380,7107,4,0,2018-06-19
ASNIERES SUR SEINE,92600,7108,4,9,2018-05-14
ASNIERES SUR SEINE,92600,7109,4,9,2018-05-14
GOUSSAINVILLE,95190,7110,4,2,2020-02-22
GOUSSAINVILLE,95190,7111,4,3,2022-05-13
LOUVRES,95380,7112,4,6,2021-12-02
PIERREFITTE SUR SEINE,93380,7113,4,10,2023-08-12
PONTAULT COMBAULT ,,7114,4,2,2020-12-31
PIERREFITTE SUR SEINE,93380,7115,4,1,2019-11-08
PIERREFITTE SUR SEINE,93380,7116,4,1,2023-10-25
CONFLANS STE HONORINE,78700,7117,4,2,2021-04-03
SOISY SOUS MONTMORENCY,95230,7118,4,0,2020-03-14
LEVALLOIS PERRET,92300,7119,4,5,2020-06-19
ALFORTVILLE,94140,7120,4,1,2024-06-26
SARCELLES,95200,7121,4,2,2021-01-20
DRANCY,93700,7122,4,8,2018-07-21
LA COURNEUVE,93120,7123,4,3,2022-01-06
CRETEIL,94000,7124,4,9,2021-06-17
LEVALLOIS PERRET,92300,7125,4,10,2021-05-12
PANTIN,93500,7126,4,7,2019-05-24
GROSLAY,95410,7127,4,3,2020-07-11
TAVERNY,95150,7128,4,9,2019-10-08
AUBERVILLIERS,93300,7129,4,5,2022-05-05
PARIS 12EME ARRONDISSEMENT,75012,7130,4,3,2018-09-01
PARIS 12EME ARRONDISSEMENT,75012,7131,4,4,2018-09-08
PARIS 12EME ARRONDISSEMENT,75012,7132,4,6,2018-09-08
PARIS 12EME ARRONDISSEMENT,75012,7133,4,10,2019-01-26
GONESSE,95500,7134,4,1,2021-12-06
BAILLET EN FRANCE,95560,7135,4,3,2019-10-19
MARSEILLE 15EME ARRONDISS,13015,7136,4,4,2021-06-16
STAINS,93240,7137,4,2,2022-07-06
GENNEVILLIERS,92230,7138,4,6,2023-09-15
STAINS,93240,7139,4,9,2023-03-03
STAINS,93240,7140,4,6,2023-03-03
GENNEVILLIERS,92230,7141,4,0,2023-09-25
STAINS,93240,7142,4,10,2021-08-30
GENNEVILLIERS,92230,7143,4,1,2024-04-19
PANTIN,93500,7144,4,3,2022-01-03
ST MANDE,94160,7145,4,8,2018-05-16
CLICHY SOUS BOIS,93390,7146,4,10,2018-06-29
NEUILLY SUR SEINE,92200,7147,4,1,2021-01-22
AULNAY SOUS BOIS,93600,7148,4,9,2023-09-28
AULNAY SOUS BOIS,93600,7149,4,6,2023-10-23
STAINS,93240,7150,4,6,2021-08-13
STAINS,93240,7151,4,1,2023-10-30
STAINS,93240,7152,4,2,2019-09-23
MONTREUIL,93100,7153,4,1,2020-03-06
ST DENIS,93200,7154,4,5,2022-11-25
AUBERVILLIERS,93300,7155,4,7,2021-12-08
EZANVILLE,95460,7156,4,9,2023-12-15
GOUSSAINVILLE,95190,7157,4,5,2022-12-19
GONESSE,95500,7158,4,0,2018-12-06
LA ROCHETTE,77000,7159,4,5,2023-01-20
LA ROCHETTE,77000,7160,4,8,2023-01-20
ST DENIS,93200,7161,4,3,2024-04-15
ANTONY,92160,7162,4,5,2023-06-24
GOUSSAINVILLE,95190,7163,4,2,2021-04-06
PIERREFITTE SUR SEINE,93380,7164,4,5,2019-07-29
PIERREFITTE SUR SEINE,93380,7165,4,10,2020-02-27
PIERREFITTE SUR SEINE,93380,7166,4,4,2020-02-27
PIERREFITTE SUR SEINE,93380,7167,4,6,2020-03-02
PIERREFITTE SUR SEINE,93380,7168,4,6,2020-03-16
ROSNY SOUS BOIS,93110,7169,4,8,2019-01-24
PIERREFITTE SUR SEINE,93380,7170,4,4,2020-04-24
MONTMORENCY,95160,7171,4,1,2024-04-04
GROSLAY,95410,7172,4,10,2024-06-04
PARIS 17EME ARRONDISSEMENT,75017,7173,4,4,2023-12-29
IVRY SUR SEINE,94200,7174,4,2,2023-06-07
AULNAY SOUS BOIS,93600,7175,4,10,2019-04-16
EPINAY SUR SEINE,93800,7176,4,3,2019-07-29
EZANVILLE,95460,7177,4,7,2023-09-12
GROSLAY,95410,7178,4,10,2020-03-07
PARIS 18EME ARRONDISSEMENT,75018,7179,4,5,2021-08-14
PARIS 8EME ARRONDISSEMENT,75008,7180,4,0,2019-06-06
PARIS 11EME ARRONDISSEMENT,75011,7181,4,3,2021-02-01
PARIS 11EME ARRONDISSEMENT,75011,7182,4,10,2021-02-05
AUBERVILLIERS,93300,7183,4,7,2022-03-28
LA PLAINE ST DENIS,93210,7184,4,4,2021-12-14
PIERREFITTE SUR SEINE,93380,7185,4,0,2023-12-16
VILLETANEUSE,93430,7186,4,0,2022-04-30
DEUIL LA BARRE,95170,7187,4,3,2023-11-04
DEUIL LA BARRE,95170,7188,4,9,2019-08-07
DEUIL LA BARRE,95170,7189,4,5,2019-12-04
GARGES LES GONESSE,95140,7190,4,10,2019-11-06
GARGES LES GONESSE,95140,7191,4,6,2019-12-09
PARIS 13EME ARRONDISSEMENT,75013,7192,4,0,2020-11-30
CHILLY MAZARIN,91380,7193,4,8,2022-04-27
ECOUEN,95440,7194,4,7,2019-04-13
VILLENEUVE ST GEORGES,94190,7195,4,9,2023-09-05
STAINS,93240,7196,4,2,2020-02-27
PARIS 11EME ARRONDISSEMENT,75011,7197,4,7,2018-11-15
LE BLANC MESNIL,93150,7198,4,1,2021-08-16
PARIS 8EME ARRONDISSEMENT,75008,7199,4,4,2023-09-15
SARCELLES,95200,7200,4,0,2021-02-09
LE BLANC MESNIL,93150,7201,4,1,2019-07-25
ERMONT,95120,7202,4,7,2020-01-29
LE MESNIL AUBRY,95720,7203,4,0,2022-11-04
BOBIGNY,93000,7204,4,8,2023-01-23
BOBIGNY,93000,7205,4,5,2023-06-19
PARIS 18EME ARRONDISSEMENT,75018,7206,4,4,2019-08-12
SARCELLES,95200,7207,4,8,2023-02-15
PIERREFITTE SUR SEINE,93380,7208,4,6,2022-04-13
EPINAY SUR SEINE,93800,7209,4,10,2020-01-03
EPINAY SUR SEINE,93800,7210,4,9,2020-01-08
MARGNY LES COMPIEGNE,60280,7211,4,9,2020-09-14
PARIS 18EME ARRONDISSEMENT,75018,7212,4,5,2019-09-24
ST BRICE SOUS FORET,95350,7213,4,3,2022-01-14
CLAMART,92140,7214,4,6,2021-09-08
SARCELLES,95200,7215,4,3,2024-04-11
AUBERVILLIERS,93300,7216,4,10,2023-06-06
VINCENNES,94306,7217,4,3,2019-11-27
PARIS 11EME ARRONDISSEMENT,75011,7218,4,0,2021-06-15
DRANCY,93700,7219,4,2,2018-06-20
DRANCY,93700,7220,4,0,2018-08-11
LE THILLAY,95500,7221,4,3,2019-08-14
VILLEPARISIS,77270,7222,4,8,2019-03-27
PARIS 17EME ARRONDISSEMENT,75017,7223,4,9,2023-06-26
CHAMBOURCY,78240,7224,4,8,2024-06-15
STAINS,93240,7225,4,4,2019-12-06
DEUIL LA BARRE,95170,7226,4,9,2019-10-05
CARRIERES SUR SEINE,78420,7227,4,10,2020-01-13
LE PERREUX SUR MARNE,94170,7228,4,5,2022-11-05
LA GARENNE COLOMBES,92250,7229,4,9,2020-12-29
MONTFERMEIL,93370,7230,4,2,2019-05-13
PARIS 17EME ARRONDISSEMENT,75017,7231,4,10,2019-03-28
GARGES LES GONESSE,95140,7232,4,8,2022-02-22
SARCELLES,95200,7233,4,8,2024-04-05
BOISSY ST LEGER,94470,7234,4,7,2019-11-28
SARCELLES,95200,7235,4,4,2020-01-20
PIERREFITTE SUR SEINE,93380,7236,4,7,2019-10-08
CRETEIL,94000,7237,4,8,2018-12-14
ST DENIS,93200,7238,4,2,2019-09-06
ARNOUVILLE LES GONESSE,95400,7239,4,10,2022-12-12
CHAMPIGNY SUR MARNE,94500,7240,4,1,2020-09-14
TORCY,77200,7241,4,6,2019-01-08
TORCY,77200,7242,4,3,2019-01-17
PARIS 11EME ARRONDISSEMENT,75011,7243,4,4,2020-06-01
CHAMPIGNY SUR MARNE,94500,7244,4,6,2023-01-24
ST BRICE SOUS FORET,95350,7245,4,2,2018-04-11
ST DENIS,93200,7246,4,3,2019-04-11
PANTIN,93500,7247,4,8,2019-11-21
ST DENIS,93200,7248,4,0,2022-12-29
ST DENIS,93200,7249,4,3,2019-03-08
LE BLANC MESNIL,93150,7250,4,10,2021-08-10
LE BLANC MESNIL,93150,7251,4,6,2021-08-09
CHAMPIGNY SUR MARNE,94500,7252,4,7,2020-05-15
